Vatten_ID,EU_CD,Station,Obspoint_ID,Longitude,Latitude,Date,Time,Institution,Depth,BenthicInvertebratesASPT,BenthicInvertebratesMILA,BenthicInvertebratesBQI
,,"Stor-Treen, Sulvikberget","Stor-Treen, Sulvikberget",,,2006-10-03,,SLU,0.5,6.167,64.113,
,,"Stor-Treen, Sulvikberget","Stor-Treen, Sulvikberget",,,2009-10-08,,SLU,0.5,6.222,72.744,
,,"Trehörningen, Haltola","Trehörningen, Haltola",,,2006-10-03,,SLU,0.3,6.391,85.883,
,,"Trehörningen, Haltola","Trehörningen, Haltola",,,2009-10-08,,SLU,0.3,6,76.577,
,,"Övre Gla, Djupviken","Övre Gla, Djupviken",,,2006-10-04,,SLU,0.5,6.2,57.947,
,,"Övre Gla, Djupviken","Övre Gla, Djupviken",,,2009-10-06,,SLU,0.5,6.6,39.522,
,,"Övre Gla, Kopparebäcken","Övre Gla, Kopparebäcken",,,2006-10-04,,SLU,0.7,6.1,46.729,
,,"Övre Gla, Kopparebäcken","Övre Gla, Kopparebäcken",,,2009-10-06,,SLU,0.7,5.75,37.448,
,,"Övre Gla, Stöterud","Övre Gla, Stöterud",,,2006-10-04,,SLU,0.3,5.909,63.235,
,,"Övre Gla, Stöterud","Övre Gla, Stöterud",,,2009-10-07,,SLU,0.3,5.889,60.368,
,,"Billingen, Skjutsbol","Billingen, Skjutsbol",,,2006-10-05,,SLU,0.3,6.2,98.231,
,,"Billingen, Skjutsbol","Billingen, Skjutsbol",,,2007-10-02,,SLU,0.3,5.71,96.009,
,,"Billingen, Skjutsbol","Billingen, Skjutsbol",,,2008-09-30,,SLU,0.3,5.903,97.956,
,,"Billingen, Skjutsbol","Billingen, Skjutsbol",,,2009-10-06,,SLU,0.3,6.316,72.327,
,,"Billingen, Skjutsbol","Billingen, Skjutsbol",,,2010-10-07,,SLU,0.3,5.909,92.193,
,,"Billingen, Skjutsbol","Billingen, Skjutsbol",,,2011-10-06,,SLU,0.3,5.571,93.39,
,,"Billingen, Skjutsbol","Billingen, Skjutsbol",,,2012-10-01,,SLU,0.3,6.12,91.513,
,,"Billingen, Skjutsbol","Billingen, Skjutsbol",,,2013-10-08,,SLU,0.3,5.783,86.328,
,,"Billingen, Skjutsbol","Billingen, Skjutsbol",,,2016-10-25,,SLU,0.3,6.238,73.069,
,,"Stora Lesjön, Ållevik","Stora Lesjön, Ållevik",,,2006-10-05,,SLU,0.4,6.067,65.796,
,,"Stora Lesjön, Ållevik","Stora Lesjön, Ållevik",,,2009-10-06,,SLU,0.4,5.571,59.46,
,,"Björnklammen, Bråtlyckan","Björnklammen, Bråtlyckan",,,2006-10-05,,SLU,0.4,5.9,88.56,
,,"Björnklammen, Bråtlyckan","Björnklammen, Bråtlyckan",,,2009-10-06,,SLU,0.4,6.4,78.616,
,,"Björnklammen, Kvarnviken","Björnklammen, Kvarnviken",,,2006-10-05,,SLU,0.4,6.474,63.557,
,,"Björnklammen, Kvarnviken","Björnklammen, Kvarnviken",,,2009-10-06,,SLU,0.4,6.737,58.565,
,,"Björnklammen, Kvarnviken","Björnklammen, Kvarnviken",,,2015-10-26,,SLU,0.4,5.857,71.184,
,,"Öjesjön, Fjällsknatten","Öjesjön, Fjällsknatten",,,2006-10-05,,SLU,0.5,6.615,60.609,
,,"Öjesjön, Fjällsknatten","Öjesjön, Fjällsknatten",,,2009-10-06,,SLU,0.5,5.889,42.614,
,,"Öjesjön, Häljehögen","Öjesjön, Häljehögen",,,2006-10-06,,SLU,0.3,6.118,72.011,
,,"Öjesjön, Häljehögen","Öjesjön, Häljehögen",,,2009-10-06,,SLU,0.3,6.714,65.653,
,,"Finnsjön, Finnerud","Finnsjön, Finnerud",,,2006-10-05,,SLU,0.2,5.273,78.561,
,,"Finnsjön, Finnerud","Finnsjön, Finnerud",,,2009-10-06,,SLU,0.2,6.118,68.983,
,,"Mangen, Lövnäs","Mangen, Lövnäs",,,2006-10-16,,SLU,0.4,5.857,70.037,
,,"Mangen, Lövnäs","Mangen, Lövnäs",,,2009-10-07,,SLU,0.4,7.1,67.083,
,,"Stora Salungen, Fridhem","Stora Salungen, Fridhem",,,2006-10-18,,SLU,0.3,5.778,78.704,
,,"Stora Salungen, Fridhem","Stora Salungen, Fridhem",,,2009-10-08,,SLU,0.3,6.091,75.803,
,,"Stora Salungen, Nabben","Stora Salungen, Nabben",,,2006-10-17,,SLU,0.4,6.077,83.05,
,,"Stora Salungen, Nabben","Stora Salungen, Nabben",,,2009-10-08,,SLU,0.4,6.167,58.001,
,,"Rattsjön, Nol-Västansjön","Rattsjön, Nol-Västansjön",,,2006-10-04,,SLU,0.5,6.556,58.596,
,,"Rattsjön, Nol-Västansjön","Rattsjön, Nol-Västansjön",,,2007-10-02,,SLU,0.5,6.444,61.035,
,,"Rattsjön, Nol-Västansjön","Rattsjön, Nol-Västansjön",,,2008-09-30,,SLU,0.5,6.842,54.079,
,,"Rattsjön, Nol-Västansjön","Rattsjön, Nol-Västansjön",,,2009-10-08,,SLU,0.5,6.176,63.943,
,,"Rattsjön, Nol-Västansjön","Rattsjön, Nol-Västansjön",,,2010-10-08,,SLU,0.5,6.5,76.876,
,,"Rattsjön, Nol-Västansjön","Rattsjön, Nol-Västansjön",,,2011-10-03,,SLU,0.5,7.056,69.076,
,,"Rattsjön, Nol-Västansjön","Rattsjön, Nol-Västansjön",,,2012-10-05,,SLU,0.5,6.571,65.944,
,,"Rattsjön, Nol-Västansjön","Rattsjön, Nol-Västansjön",,,2013-10-03,,SLU,0.5,6.762,67.437,
,,"Lill-Jangen, Kvartersudden","Lill-Jangen, Kvartersudden",,,2006-10-05,,SLU,0.3,5.875,39.545,
,,"Lill-Jangen, Kvartersudden","Lill-Jangen, Kvartersudden",,,2007-10-19,,SLU,0.3,5.182,32.498,
,,"Lill-Jangen, Kvartersudden","Lill-Jangen, Kvartersudden",,,2008-10-22,,SLU,0.3,6.059,45.912,
,,"Lill-Jangen, Kvartersudden","Lill-Jangen, Kvartersudden",,,2009-10-05,,SLU,0.3,6.105,44.963,
,,"Lill-Jangen, Kvartersudden","Lill-Jangen, Kvartersudden",,,2010-10-18,,SLU,0.3,5.938,27.349,
,,"Lill-Jangen, Kvartersudden","Lill-Jangen, Kvartersudden",,,2011-10-19,,SLU,0.3,6.118,41.565,
,,"Lill-Jangen, Kvartersudden","Lill-Jangen, Kvartersudden",,,2012-10-03,,SLU,0.3,6,34.021,
,,"Lill-Jangen, Kvartersudden","Lill-Jangen, Kvartersudden",,,2013-10-01,,SLU,0.3,6.235,39.636,
,,"Lill-Jangen, Kvartersudden","Lill-Jangen, Kvartersudden",,,2016-10-21,,SLU,0.1,5.462,44.813,
,,"Kymmen, Grillstorp","Kymmen, Grillstorp",,,2006-10-03,,SLU,0.4,6,54.213,
,,"Kymmen, Grillstorp","Kymmen, Grillstorp",,,2009-10-06,,SLU,0.4,4.333,56.681,
,,"Kymmen, Lämnäs","Kymmen, Lämnäs",,,2006-10-03,,SLU,0.5,5.667,67.938,
,,"Kymmen, Lämnäs","Kymmen, Lämnäs",,,2009-10-06,,SLU,0.5,4.5,77.24,
,,"Kymmen, Stranden","Kymmen, Stranden",,,2006-10-02,,SLU,0.3,5.833,40.038,
,,"Kymmen, Stranden","Kymmen, Stranden",,,2009-10-06,,SLU,0.3,5,49.024,
,,"Värsjön, Värbergsstugan","Värsjön, Värbergsstugan",,,2006-10-04,,SLU,0.5,6.273,62.037,
,,"Värsjön, Värbergsstugan","Värsjön, Värbergsstugan",,,2009-10-05,,SLU,0.5,5.769,68.203,
,,"Grängen, Tabaktorp","Grängen, Tabaktorp",,,2006-10-04,,SLU,0.5,5.364,78.137,
,,"Grängen, Tabaktorp","Grängen, Tabaktorp",,,2009-10-23,,SLU,0.5,5.8,86.479,
,,"Grängen, Åsarna","Grängen, Åsarna",,,2006-10-04,,SLU,0.4,5.923,82.41,
,,"Grängen, Åsarna","Grängen, Åsarna",,,2009-10-08,,SLU,0.4,5.75,77.177,
,,"Storeken, Hatthallen","Storeken, Hatthallen",,,2006-10-02,,SLU,0.4,7.125,77.509,
,,"Storeken, Hatthallen","Storeken, Hatthallen",,,2009-10-07,,SLU,0.4,6.333,73.672,
,,"Gröcken, Säternäs","Gröcken, Säternäs",,,2006-10-04,,SLU,0.5,6.429,75.446,
,,"Gröcken, Säternäs","Gröcken, Säternäs",,,2009-10-08,,SLU,0.5,6.125,77.419,
,,"Gröcken, Säternäs","Gröcken, Säternäs",,,2015-10-06,,SLU,0.5,6.867,56.414,
,,"Bosjön, Utloppet","Bosjön, Utloppet",,,2006-10-19,,SLU,0.4,5.214,86.316,
,,"Bosjön, Utloppet","Bosjön, Utloppet",,,2009-10-20,,SLU,0.4,5.667,81.622,
,,"Bosjön, Utloppet","Bosjön, Utloppet",,,2015-10-05,,SLU,0.4,6.625,76.775,
,,"Hären, Målskog","Hären, Målskog",,,2006-11-15,,SLU,0.5,6,73.71,
,,"Lagmanshagasjön, Breviken","Lagmanshagasjön, Breviken",,,2006-11-13,,SLU,0.8,5.062,91.198,
,,"Norra Vallsjön, Mörviksnäs","Norra Vallsjön, Mörviksnäs",,,2006-11-15,,SLU,0.7,6,84.402,
,,"Rasjön, Bondstorp","Rasjön, Bondstorp",,,2006-11-13,,SLU,0.5,5.545,68.401,
,,"Majsjön, Askebo","Majsjön, Askebo",,,2006-11-08,,SLU,0.5,5.889,81.199,
,,"Södra Färgen, Saraböke","Södra Färgen, Saraböke",,,2006-11-07,,SLU,1,5.833,88.247,
,,"Fjällen, Fjällandsnäs","Fjällen, Fjällandsnäs",,,2006-11-07,,SLU,0.7,6.053,78.736,
WA55495445,SE652285-145405,"Kärrafjärden, Salaåns utflöde","Kärrafjärden, Salaåns utflöde",,,2006-05-23,,SLU,0.5,5.6,47.938,
WA55495445,SE652285-145405,"Kärrafjärden, Salaåns utflöde","Kärrafjärden, Salaåns utflöde",,,2007-04-10,,SLU,0.5,5.875,41.316,
WA55495445,SE652285-145405,"Kärrafjärden, Salaåns utflöde","Kärrafjärden, Salaåns utflöde",,,2008-03-17,,SLU,0.5,5.438,45.173,
WA55495445,SE652285-145405,"Kärrafjärden, Salaåns utflöde","Kärrafjärden, Salaåns utflöde",,,2009-04-27,,SLU,0.5,5.222,68.584,
WA55495445,SE652285-145405,"Kärrafjärden, Salaåns utflöde","Kärrafjärden, Salaåns utflöde",,,2010-05-03,,SLU,0.5,5.312,59.997,
WA55495445,SE652285-145405,"Kärrafjärden, Salaåns utflöde","Kärrafjärden, Salaåns utflöde",,,2011-04-26,,SLU,0.5,5.4,68.497,
WA55495445,SE652285-145405,"Kärrafjärden, Salaåns utflöde","Kärrafjärden, Salaåns utflöde",,,2012-04-18,,SLU,0.5,5.95,68.996,
WA55495445,SE652285-145405,"Kärrafjärden, Salaåns utflöde","Kärrafjärden, Salaåns utflöde",,,2013-05-14,,SLU,0.5,5.562,68.501,
WA55495445,SE652285-145405,"Kärrafjärden, Salaåns utflöde","Kärrafjärden, Salaåns utflöde",,,2014-04-15,,SLU,0.5,5.526,78.615,
WA55495445,SE652285-145405,"Kärrafjärden, Salaåns utflöde","Kärrafjärden, Salaåns utflöde",,,2015-04-13,,SLU,0.5,5.625,67.081,
WA55495445,SE652285-145405,"Kärrafjärden, Salaåns utflöde","Kärrafjärden, Salaåns utflöde",,,2016-04-26,,SLU,0.5,5.667,65.241,
WA55495445,SE652285-145405,"Kärrafjärden, Salaåns utflöde","Kärrafjärden, Salaåns utflöde",,,2017-04-28,,SLU,0.2,5.667,67.809,
WA55495445,SE652535-145315,"Kärrafjärden, Golfbanan","Kärrafjärden, Golfbanan",,,2006-05-23,,SLU,0.2,5.25,36.021,
WA55495445,SE652535-145315,"Kärrafjärden, Golfbanan","Kärrafjärden, Golfbanan",,,2007-04-10,,SLU,0.2,4.625,34.652,
WA55495445,SE652535-145315,"Kärrafjärden, Golfbanan","Kärrafjärden, Golfbanan",,,2008-03-17,,SLU,0.2,5.429,47.532,
WA55495445,SE652535-145315,"Kärrafjärden, Golfbanan","Kärrafjärden, Golfbanan",,,2009-04-27,,SLU,0.2,5.308,25.127,
WA55495445,SE652535-145315,"Kärrafjärden, Golfbanan","Kärrafjärden, Golfbanan",,,2010-05-03,,SLU,0.2,4.923,66.662,
WA55495445,SE652535-145315,"Kärrafjärden, Golfbanan","Kärrafjärden, Golfbanan",,,2011-04-26,,SLU,0.2,5.429,47.175,
WA55495445,SE652535-145315,"Kärrafjärden, Golfbanan","Kärrafjärden, Golfbanan",,,2012-04-18,,SLU,0.2,5.545,56.012,
WA55495445,SE652535-145315,"Kärrafjärden, Golfbanan","Kärrafjärden, Golfbanan",,,2013-05-14,,SLU,0.2,6.1,34.419,
WA55495445,SE652535-145315,"Kärrafjärden, Golfbanan","Kärrafjärden, Golfbanan",,,2014-04-15,,SLU,0.3,5.556,33.801,
WA55495445,SE652535-145315,"Kärrafjärden, Golfbanan","Kärrafjärden, Golfbanan",,,2015-04-13,,SLU,0.3,5.545,51.55,
WA55495445,SE652535-145315,"Kärrafjärden, Golfbanan","Kärrafjärden, Golfbanan",,,2016-04-26,,SLU,0.3,6,51.308,
WA55495445,SE652535-145315,"Kärrafjärden, Golfbanan","Kärrafjärden, Golfbanan",,,2017-04-28,,SLU,0.1,5.429,27.982,
WA38279263,SE652460-145180,"Kärrafjärden, utloppet","Kärrafjärden, utloppet",,,2006-05-23,,SLU,0.4,4.6,47.15,
WA38279263,SE652460-145180,"Kärrafjärden, utloppet","Kärrafjärden, utloppet",,,2007-04-10,,SLU,0.4,5.667,56.529,
WA38279263,SE652460-145180,"Kärrafjärden, utloppet","Kärrafjärden, utloppet",,,2008-03-17,,SLU,0.4,5.5,42.411,
WA38279263,SE652460-145180,"Kärrafjärden, utloppet","Kärrafjärden, utloppet",,,2009-04-27,,SLU,0.4,5.8,58.303,
WA38279263,SE652460-145180,"Kärrafjärden, utloppet","Kärrafjärden, utloppet",,,2010-05-03,,SLU,0.4,5.933,66.27,
WA38279263,SE652460-145180,"Kärrafjärden, utloppet","Kärrafjärden, utloppet",,,2011-04-26,,SLU,0.4,5.889,71.472,
WA38279263,SE652460-145180,"Kärrafjärden, utloppet","Kärrafjärden, utloppet",,,2012-04-18,,SLU,0.4,5.476,72.397,
WA38279263,SE652460-145180,"Kärrafjärden, utloppet","Kärrafjärden, utloppet",,,2013-05-14,,SLU,0.4,5.467,62.074,
WA38279263,SE652460-145180,"Kärrafjärden, utloppet","Kärrafjärden, utloppet",,,2014-04-15,,SLU,0.5,5.933,62.149,
WA38279263,SE652460-145180,"Kärrafjärden, utloppet","Kärrafjärden, utloppet",,,2015-04-13,,SLU,0.5,5.444,55.325,
WA38279263,SE652460-145180,"Kärrafjärden, utloppet","Kärrafjärden, utloppet",,,2016-04-26,,SLU,0.5,5.278,46.666,
WA38279263,SE652460-145180,"Kärrafjärden, utloppet","Kärrafjärden, utloppet",,,2017-04-28,,SLU,0.4,5.588,66.08,
,,"Orranäsasjön, litoral","Orranäsasjön, litoral",,,2006-11-02,,SLU,0.5,5.077,70.132,
,,"Orranäsasjön, litoral","Orranäsasjön, litoral",,,2007-10-29,,SLU,0.5,5.368,72.328,
,,"Orranäsasjön, litoral","Orranäsasjön, litoral",,,2008-09-30,,SLU,0.3,5.4,71.019,
,,"Orranäsasjön, litoral","Orranäsasjön, litoral",,,2009-10-20,,SLU,0.3,6,49.127,
,,"V. Stensjön, 63-69","V. Stensjön, 63-69",,,2009-04-30,,SLU,0.3,6.05,86.337,
,,"Stortrön, 64-62","Stortrön, 64-62",,,2009-04-30,,SLU,0.3,6.333,86.064,
,,"Rensjön, 63-4","Rensjön, 63-4",,,2009-04-30,,SLU,0.4,6.353,49.707,
,,"Rensjön, 63-4","Rensjön, 63-4",,,2016-04-12,,SLU,0.5,6,40.553,
,,"Småvatten vid Mölndalsån, gamla åfåran","Småvatten vid Mölndalsån, gamla åfåran",,,2009-08-19,,SLU,0.05,2.8,32.397,
,,"Småvatten vid Mölndalsån, gamla åfåran","Småvatten vid Mölndalsån, gamla åfåran",,,2009-08-19,,SLU,0.5,4.118,55.609,
,,"Småvatten vid Mölndalsån, gamla åfåran","Småvatten vid Mölndalsån, gamla åfåran",,,2009-08-19,,SLU,0.8,4,38.954,
,,"Gröen, sundet vid Alehagen","Gröen, sundet vid Alehagen",,,2009-05-12,,SLU,1.5,5.786,77.696,
,,"Landvettersjön, Arketjärn","Landvettersjön, Arketjärn",,,2010-10-18,,SLU,0.5,5.737,67.239,
,,"Landvettersjön, Blåbärskullen öst","Landvettersjön, Blåbärskullen öst",,,2010-10-18,,SLU,0.5,6.15,58.298,
,,"Landvettersjön, Frökens udde","Landvettersjön, Frökens udde",,,2010-10-18,,SLU,0.5,6.12,66.345,
,,"Landvettersjön, Norr om inloppet","Landvettersjön, Norr om inloppet",,,2010-10-18,,SLU,0.5,5.375,77.538,
,,Höljessjön,Höljessjön,,,2009-10-06,,SLU,0.6,6.273,47.556,
,,Höljessjön,Höljessjön,,,2010-10-05,,SLU,0.6,6,54.502,
,,Höljessjön,Höljessjön,,,2011-10-04,,SLU,0.6,5.818,48.519,
,,Letten,Letten,,,2009-10-07,,SLU,1,5.6,43.263,
,,Letten,Letten,,,2010-10-05,,SLU,1,7.143,27.404,
,,Letten,Letten,,,2011-10-05,,SLU,1,5.75,42.084,
,,Storsjön,Storsjön,,,2009-10-21,,SLU,0.5,6.091,70.777,
,,Storsjön,Storsjön,,,2010-10-19,,SLU,0.5,5.615,66.996,
,,Storsjön,Storsjön,,,2011-10-06,,SLU,0.5,6,70.833,
,,Mussjön,Mussjön,,,2009-10-22,,SLU,0.4,6.308,76.939,
,,Mussjön,Mussjön,,,2010-10-04,,SLU,0.4,6.917,61.165,
,,Mussjön,Mussjön,,,2011-10-06,,SLU,0.4,5.917,65.521,
,,Stor-Ullen,Stor-Ullen,,,2009-10-21,,SLU,0.5,5.957,89.381,
,,Stor-Ullen,Stor-Ullen,,,2010-10-20,,SLU,0.5,6.2,70.141,
,,Stor-Ullen,Stor-Ullen,,,2011-10-06,,SLU,0.5,6,89.042,
,,Fjällrämmen,Fjällrämmen,,,2009-10-22,,SLU,0.7,6.333,84.592,
,,Fjällrämmen,Fjällrämmen,,,2010-10-19,,SLU,0.7,6.8,90.731,
,,Fjällrämmen,Fjällrämmen,,,2011-10-06,,SLU,0.7,6.444,90.588,
,,Skrocksjön,Skrocksjön,,,2009-10-21,,SLU,0.6,5.857,84.975,
,,Skrocksjön,Skrocksjön,,,2010-10-22,,SLU,0.6,5.684,93.322,
,,Skrocksjön,Skrocksjön,,,2011-10-21,,SLU,0.6,6.75,64.424,
,,Bergsjön,Bergsjön,,,2009-10-07,,SLU,0.4,6.421,83.295,
,,Bergsjön,Bergsjön,,,2010-10-05,,SLU,0.4,6.842,82.67,
,,Bergsjön,Bergsjön,,,2011-10-04,,SLU,0.4,5.636,74.99,
,,Bjälvern,Bjälvern,,,2009-10-05,,SLU,0.2,5.438,89.093,
,,Bjälvern,Bjälvern,,,2010-10-05,,SLU,0.2,5.667,91.13,
,,Bjälvern,Bjälvern,,,2011-10-04,,SLU,0.2,5.565,88.144,
,,Vägsjön,Vägsjön,,,2009-10-08,,SLU,0.5,5.7,52.916,
,,Vägsjön,Vägsjön,,,2010-10-07,,SLU,0.5,6.615,54.269,
,,Vägsjön,Vägsjön,,,2011-10-09,,SLU,0.5,6.417,56.311,
,,Skallbergssjön,Skallbergssjön,,,2009-10-06,,SLU,0.5,6.071,58.577,
,,Skallbergssjön,Skallbergssjön,,,2010-10-04,,SLU,0.5,5.25,54.823,
,,Skallbergssjön,Skallbergssjön,,,2011-10-04,,SLU,0.5,5.667,48.54,
,,Tresticklet,Tresticklet,,,2009-05-13,,SLU,0.5,5.5,10.905,
,,Tresticklet,Tresticklet,,,2009-05-13,,SLU,0.5,6.25,17.005,
,,Tresticklet,Tresticklet,,,2009-10-05,,SLU,0.5,6,8.002,
,,Tresticklet,Tresticklet,,,2009-10-05,,SLU,0.5,6.778,12.355,
,,Tresticklet,Tresticklet,,,2010-05-09,,SLU,0.5,5.25,17.877,
,,Tresticklet,Tresticklet,,,2010-05-09,,SLU,0.5,4.857,17.083,
,,Tresticklet,Tresticklet,,,2010-10-01,,SLU,0.5,6.833,7.929,
,,Tresticklet,Tresticklet,,,2010-10-01,,SLU,0.5,6.222,13.849,
,,Haugenetjern,Haugenetjern,,,2009-05-13,,SLU,0.3,6.6,27.377,
,,Haugenetjern,Haugenetjern,,,2009-05-13,,SLU,0.3,6.667,13.783,
,,Haugenetjern,Haugenetjern,,,2009-10-05,,SLU,0.3,5.818,22.621,
,,Haugenetjern,Haugenetjern,,,2009-10-05,,SLU,0.3,6.714,23.572,
,,Haugenetjern,Haugenetjern,,,2010-05-09,,SLU,0.3,6.412,21.315,
,,Haugenetjern,Haugenetjern,,,2010-05-09,,SLU,0.3,6.5,16.645,
,,Haugenetjern,Haugenetjern,,,2010-10-01,,SLU,0.3,6.294,46.402,
,,Haugenetjern,Haugenetjern,,,2010-10-01,,SLU,0.3,6.062,31.969,
,,Langtjern,Langtjern,,,2009-05-13,,SLU,0.4,5.667,69.247,
,,Langtjern,Langtjern,,,2009-05-13,,SLU,0.4,6,80.673,
,,Langtjern,Langtjern,,,2009-10-05,,SLU,0.4,5.444,78.831,
,,Langtjern,Langtjern,,,2009-10-05,,SLU,0.4,6.19,66.608,
,,Langtjern,Langtjern,,,2010-05-10,,SLU,0.4,6.261,54.216,
,,Langtjern,Langtjern,,,2010-05-10,,SLU,0.4,6.105,70.936,
,,Langtjern,Langtjern,,,2010-10-01,,SLU,0.4,5.792,91.444,
,,Langtjern,Langtjern,,,2010-10-01,,SLU,0.4,6.16,80.451,
,,Alnässjön,Alnässjön,,,2009-05-14,,SLU,0.2,6.167,86.24,
,,Alnässjön,Alnässjön,,,2009-05-14,,SLU,0.2,5.812,85.74,
,,Alnässjön,Alnässjön,,,2009-10-05,,SLU,0.2,6.083,92.742,
,,Alnässjön,Alnässjön,,,2009-10-05,,SLU,0.2,5.524,96.628,
,,Alnässjön,Alnässjön,,,2010-05-10,,SLU,0.2,5.769,78.145,
,,Alnässjön,Alnässjön,,,2010-05-10,,SLU,0.2,5.727,78.402,
,,Alnässjön,Alnässjön,,,2010-10-02,,SLU,0.2,5.792,89.643,
,,Alnässjön,Alnässjön,,,2010-10-02,,SLU,0.2,5.913,86.815,
,,Lerbekktjern,Lerbekktjern,,,2009-05-13,,SLU,0.3,6.333,18.17,
,,Lerbekktjern,Lerbekktjern,,,2009-05-13,,SLU,0.3,6.4,26.098,
,,Lerbekktjern,Lerbekktjern,,,2009-10-05,,SLU,0.3,6.455,11.828,
,,Lerbekktjern,Lerbekktjern,,,2009-10-05,,SLU,0.3,6.583,14.882,
,,Lerbekktjern,Lerbekktjern,,,2010-05-10,,SLU,0.3,6.727,19.029,
,,Lerbekktjern,Lerbekktjern,,,2010-05-10,,SLU,0.3,7.111,19.109,
,,Lerbekktjern,Lerbekktjern,,,2010-10-01,,SLU,0.3,6.929,26.709,
,,Lerbekktjern,Lerbekktjern,,,2010-10-01,,SLU,0.3,6.538,21.064,
,,Södra Bullaresjön (Norr),Södra Bullaresjön (Norr),,,2009-05-13,,SLU,0.3,5.684,86.722,
,,Södra Bullaresjön (Norr),Södra Bullaresjön (Norr),,,2009-05-13,,SLU,0.3,6.2,81.241,
,,Södra Bullaresjön (Norr),Södra Bullaresjön (Norr),,,2009-10-05,,SLU,0.3,5.176,59.077,
,,Södra Bullaresjön (Norr),Södra Bullaresjön (Norr),,,2009-10-05,,SLU,0.3,5.963,87.853,
,,Södra Bullaresjön (Norr),Södra Bullaresjön (Norr),,,2010-05-10,,SLU,0.3,5.947,84.808,
,,Södra Bullaresjön (Norr),Södra Bullaresjön (Norr),,,2010-05-10,,SLU,0.3,6,92.946,
,,Södra Bullaresjön (Norr),Södra Bullaresjön (Norr),,,2010-10-01,,SLU,0.3,5.318,99.809,
,,Södra Bullaresjön (Norr),Södra Bullaresjön (Norr),,,2010-10-01,,SLU,0.3,5.273,96.959,
,,Sevtjärn,Sevtjärn,,,2009-05-13,,SLU,0.4,6.235,50.023,
,,Sevtjärn,Sevtjärn,,,2009-05-13,,SLU,0.4,6.182,52.258,
,,Sevtjärn,Sevtjärn,,,2009-10-05,,SLU,0.4,5.632,39.998,
,,Sevtjärn,Sevtjärn,,,2009-10-05,,SLU,0.4,5.5,44.957,
,,Sevtjärn,Sevtjärn,,,2010-05-09,,SLU,0.4,5.643,16.644,
,,Sevtjärn,Sevtjärn,,,2010-05-09,,SLU,0.4,5.882,44.913,
,,Sevtjärn,Sevtjärn,,,2010-10-01,,SLU,0.4,6.1,53.369,
,,Sevtjärn,Sevtjärn,,,2010-10-01,,SLU,0.4,6.304,49.18,
,,Älmten,Älmten,,,2009-10-21,,SLU,0.5,6.182,93.457,
WA86740241,SE635702-150483,"Lillesjö, Modal","Lillesjö, Modal",,,2009-10-19,,SLU,0.4,6,95.833,
WA86740241,SE635702-150483,"Lillesjö, Modal","Lillesjö, Modal",,,2011-10-11,,SLU,7,,,0
WA86740241,SE635702-150483,"Lillesjö, Modal","Lillesjö, Modal",,,2014-11-03,,SLU,7,,,0
,,Storgöl,Storgöl,,,2009-10-19,,SLU,0.4,5.72,70.471,
,,Storgöl,Storgöl,,,2014-11-03,,SLU,3,,,0
WA27734319,SE638175-143420,"Lillesjön, Norrby","Lillesjön, Norrby",,,2009-10-22,,SLU,0.15,5,87.121,
WA27734319,SE638175-143420,"Lillesjön, Norrby","Lillesjön, Norrby",,,2011-10-10,,SLU,6,,,0
WA27734319,SE638175-143420,"Lillesjön, Norrby","Lillesjön, Norrby",,,2014-11-06,,SLU,6.5,,,3
WA27734319,SE638175-143420,"Lillesjön, Norrby","Lillesjön, Norrby",,,2017-10-05,,SLU,5.6,,,2.895
,,Hälsen,Hälsen,,,2011-05-16,,SLU,,5.222,56.512,
,,Ekasjö,Ekasjö,,,2011-09-29,,SLU,0.4,5.913,57.599,
,,Alstern,Alstern,,,2010-10-07,,SLU,0.4,5.667,99.219,
,,"Nedre Tvängen, Sätern","Nedre Tvängen, Sätern",,,2007-10-04,,SLU,0.4,6,65.539,
,,"Nedre Tvängen, Sätern","Nedre Tvängen, Sätern",,,2010-10-06,,SLU,0.4,5.786,54.078,
,,"Stora Örsjön, Sokärren","Stora Örsjön, Sokärren",,,2007-10-18,,SLU,0.5,6.176,81.742,
,,"Stora Örsjön, Sokärren","Stora Örsjön, Sokärren",,,2010-10-20,,SLU,0.5,6.846,70.168,
,,"Järnsjön, Hagarna","Järnsjön, Hagarna",,,2007-10-04,,SLU,0.3,5.929,73.493,
,,"Järnsjön, Hagarna","Järnsjön, Hagarna",,,2010-10-06,,SLU,0.3,5.75,68.016,
,,Panken,Panken,,,2010-10-08,,SLU,0.5,3.8,59.692,
,,"Järnsjön, Stövelsmossen","Järnsjön, Stövelsmossen",,,2007-10-03,,SLU,0.5,5.25,64.297,
,,"Järnsjön, Stövelsmossen","Järnsjön, Stövelsmossen",,,2010-10-06,,SLU,0.5,5.909,49.1,
,,Rådasjön,Rådasjön,,,2010-10-18,,SLU,0.7,6.375,69.875,
,,"Järnsjön, Västerås","Järnsjön, Västerås",,,2007-10-04,,SLU,0.3,6.6,64.542,
,,"Järnsjön, Västerås","Järnsjön, Västerås",,,2010-10-06,,SLU,0.3,6.429,41.9,
,,Norra Örsjön,Norra Örsjön,,,2009-10-04,,SLU,0.3,5.562,88.862,
,,Norra Örsjön,Norra Örsjön,,,2010-10-07,,SLU,0.4,6.5,72.131,
,,Norra Örsjön,Norra Örsjön,,,2011-10-06,,SLU,0.4,5.947,73.212,
